Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY
i11147234,"New York : Wiley, c1990.",621.38152 I61,3,,  -  -    ,471631191,Introduction to semiconductor technology : GaAs and related compounds / edited by Cheng T. Wang.,X
i11147490,"Englewood Cliffs, N.J. : Prentice Hall, c1989.",621.38152 W855,3,,  -  -    ,136699618,"Physical properties of semiconductors / Charles M. Wolfe, Nick Holonyak, Jr., Gregory E. Stillman.",X
i1114757x,"Belmont, Calif., Wadsworth Pub. Co. [c1964]",307.76 E42,6,,  -  -    ,,"Metropolis: values in conflict [by] C. E. Elias, Jr., James Gillies [and] Svend Riemer.",
i11147738,"New York, NY : Industrial Press, c1989.",692.5 S616,2,,  -  -    ,831111801,Estimating for abnormal conditions / D. Neil Sinclair.,ONLY PRATT
i11148391,"Glasgow : Blackie ; New York : Halsted Press, 1990.",526.9 E57,4,,  -  -    ,0470212128 (U.S.),Engineering surveying technology / edited by T.J.M. Kennie and G. Petrie.,X
i11148457,"Berkeley : Osborne McGraw-Hill, c1989.",652.5 W924M,20,,  -  -    ,0078813581 (pbk),WordPerfect made easy v.5 Series 5 edition / Mella Mincberg.,ONLY PRATT
i11148470,"Berkeley, Calif. : Osborne/McGraw-Hill, c1988.",652.5 W924A,16,,  -  -    ,0078813697 (pbk.),WordPerfect : the complete reference. Series 5 edition / Karen L. Acerson.,ONLY PRATT
i11148780,"Greensboro, N.C. : COMPUTE! Books, c1988.",652.5 W924R,10,,  -  -    ,874551501,Macintosh wordPerfect guide / Donald Richard Read.,ONLY PRATT
i11149553,"New York : Macmillan ; London : Collier Macmillan, c1989.",413 T917,41,,  -  -    ,26204207,Foreignisms : a dictionary of foreign expressions commonly (and not so commonly) used in English / Tad Tuleja.,X
i11149619,"New York : Basic Books, c1989.",338.54 K51M,1,,  -  -    ,465044034,"Manias, panics, and crashes : a history of financial crises / Charles P. Kindleberger.",
i11149954,"New York, N.Y. : City Publishing Center, 1988.",693.82026 N5321,24,,  -  -    ,,Fire code.,
i11150129,"Norwood, MA : Artech House, c1988.",621.38133 M249,0,,  -  -    ,890063001,Microwave transmission line couplers / J.A.G. Malherbe.,ONLY PRATT
i1115066x,"Cambridge, Mass. : Harvard University Press, 1989.",362.1 P946,5,,  -  -    ,0674805909 (alk. paper),Shattered mirrors : our search for identity and community in the AIDS era / Monroe E. Price.,X
i11150889,"Englewood Cliffs, N.J. : Prentice Hall, c1989.",621.38152 K16,1,,  -  -    ,133462145,Gallium arsenide digital integrated circuits : a systems perspective / Nick Kanopoulos.,X
i11150890,"Englewood Cliffs, N.J. : Prentice Hall, c1989.",621.39 H478,11,,  -  -    ,131988700,Data communications : a beginner's guide to concepts and technology / Scott A. Helmers.,X
i11151055,"Princeton, N.J. : Princeton University Press, c1989.",501 R846,7,,  -  -    ,069108484X (lib. bdg. : alk. paper),Science a la mode : physical fashions and fictions / Tony Rothman.,X
i11151912,"New York : Wiley, c1989.",509 R646,5,,  -  -    ,0471506583;0471602035 (pbk.),Serendipity : accidental discoveries in science / Royston M. Roberts.,X
i1115259x,"Berlin ; New York : Springer-Verlag, 1989.",629.892 D675,1,,  -  -    ,0387969098 : DM45.00,Error detection and recovery in robotics / Bruce R. Donald.,X
i11153192,"Boston : Houghton Mifflin Co., 1989.",372.973 K46,8,1,  -  -    ,395475910,Among schoolchildren / Tracy Kidder.,
i1115326x,"New York : Quorum Books, 1986.",651.5 S655,23,,  -  -    ,0899301118 (lib. bdg. : alk. paper),Information and records management : a decision-maker's guide to systems planning and implementation / Milburn D. Smith III.,X
i11153271,"New York, N.Y., U.S.A. : Viking, 1989.",303.483 H264,7,,  -  -    ,0670825050 : $22.95,"Disappearing through the skylight : culture and technology in the twentieth century / O.B. Hardison, Jr.",X
i11153374,"Washington, D.C. : The Society, 1990.",508.3 W927,8,,  -  -    ,0870447165;0870447211 (lib. bdg.),"The World's wild shores / Special Publications Division, National Geographic Society.",X
i11153581,"New York : Wiley, c1990.",658.155 G761,21,1,  -  -    ,047163526X,"Principles of engineering economy / Eugene L. Grant, W. Grant Ireson, Richard S. Leavenworth.",X
i11154445,"New York : Viking, c1989.",378.73 S656,1,,  -  -    ,670828173,Killing the spirit : higher education in America / Page Smith.,X
i11154834,"London, U.K. : Peregrinus, c1988.",658.002 T974,2,,  -  -    ,0863411266 (pbk.),Business for engineers / Brian C. Twiss.,X
i11155346,"Boston : Little, Brown, c1990.",200.1 W927,0,,  -  -    ,316697702,"The World treasury of modern religious thought / edited by Jaroslav Pelikan ; with a foreword by Clifton Fadiman, general editor.",X
i1115536x,"Blue Ridge Summit, PA : TAB Professional and Reference Books, c1989.",621.39 H811,6,,  -  -    ,830631887,Communications networks / Michael F. Hordeski.,
i11156004,"Washington, D.C. : Island Press, c1989.",363.7394 P754,15,,  -  -    ,0933280564 (alk. paper);0933280556 (pbk.),"The Poisoned well : new strategies for groundwater protection / Sierra Club Legal Defense Fund ; Eric P. Jorgensen, editor.",X
i11156065,"New York : Morrow, c1990.",306.0973 N458M,9,,  -  -    ,0688072240 (alk. paper),Megatrends 2000 : ten new directions for the 1990's / John Naisbitt and Patricia Aburdene.,X
i11156260,"[Washington, D.C.?] : U.S. G.P.O. : For sale by the Supt. of Docs., U.S. G.P.O., 1981.",686.224 P575,7,3,  -  -    ,,Photocomposition type faces / United States Government Printing Office.,
i11156302,"Englewood Cliffs, N.J. : Prentice Hall, c1990.",658.113 N834,12,,  -  -    ,139731164,The Young & Rubicam traveling creative workshop / Hanley Norins.,X
i11156405,"New York : Homes & Meier, c1989.",391.0941 D921,1,3,  -  -    ,0841912696 (alk. paper),Dress in Ireland / Mairead Dunlevy.,ONLY PRATT
i11156521,"Blue Ridge Summit, PA : TAB Professional and Reference Books, c1990.",006.3 T966,9,,  -  -    ,830692975,Knowledge engineering : concepts and practices for knowledge- based systems / G. Steven Tuthill.,ONLY PRATT
i11156545,"Chichester [England] ; New York : Wiley, c1989.",574.522 E19,0,1,  -  -    ,471918318,Ecotoxicology and climate : with special reference to hot and cold climates / edited by Philippe Bourdeau ... [et al.].,X
i11156612,"Aldershot, Hants, England ; Brookfield, Vt., USA : Gower, c1989.",658.32 M266,2,,  -  -    ,566027321,"Managing salary and wage systems / edited by Angela M. Bowey ; advisory editor, Tom Lupton.",ONLY PRATT
i11156703,"New York : Wiley, c1988.",624.1821 S651,6,2,  -  -    ,471621412,Structural steel design : LRFD fundamentals / J.C. Smith.,X
i11156740,"Englewood Cliffs, N.J. : Prentice Hall, c1990",620.0068 G449,5,,  -  -    ,135961564,Modern management of the high-technology enterprise / John E. Gibson.,ONLY PRATT
i1115679x,"Madison, Wis. : University of Wisconsin Press, c1989.",306.84 S754,9,,  -  -    ,299121100,Mixed blood : intermarriage and ethnic identity in twentieth- century America / Paul R. Spickard.,X
i11157367,"New York : Haven Pub. Corp., 1977.",616.8914 S416,0,,  -  -    ,093058600X,"Science and psychotherapy / edited by Raphael Stern, Louise S. Horowitz, and Jack Lynes.",X
i11157689,"New York : Abrams, 1989.",006.6 F899,39,,  -  -    ,810917092,"Visualization : the second computer revolution / Richard Friedhoff, William Benzon.",
i11157756,"Englewood Cliffs, N.J. : Prentice Hall, 1990.",621.402 H688A,4,1,  -  -    ,130327808,Analysis and design of energy systems / B.K. Hodge.,
i1115794x,"Revest-Saint-Martin, Haute Provence, R.Morel [1962.]",686.22 G453,0,,  -  -    ,,Celebration de la lettre .,
i11158153,"Chichester ; New York : Wiley, c1989.",621.382 B436,5,,  -  -    ,471921017,Digital processing of signals : theory and practice / Maurice Bellanger ; foreword by Pierre Aigrain.,
i11159212,"Norwalk, CT : Sea Sports Publications, c1989.",387.155 B118,9,,  -  -    ,961639938,"Northeast lights : lighthouses and lightships, Rhode Island to Cape May, New Jersey / Robert G. Bachand.",ONLY PRATT
i11159467,"Englewood Cliffs, N.J. : Prentice Hall, c1990.",620.166 B219,5,,  -  -    ,013340191X,"Fundamentals of metal fatigue analysis / Julie A. Bannantine, Jess J. Comer, James L. Handrock.",X
i11159716,"Boca Raton, Fla. : CRC Press, c1989.",628 P895,0,,  -  -    ,849337070,Practical handbook of environmental control / edited by Conrad P. Straub.,X
