Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY
i12838238,"Zurich : JRP/Ringier, [2014];©2014",070.50949 J115B,,,  -  -    ,9783037644133 (paperback);3037644133 (paperback),10 years in art publishing : an A-Z memoir / Lionel Bovier ; [editing and proofreading Clare Manchester].,ONLY PRATT
i12838305,"Lanham : Rowman & Littlefield, [2015];©2015",306.362082 W517,,,  -  -    ,9781442208711 (hbk. : alkaline paper);1442208716 (hbk. : alkaline paper);9781442208735 (electronic);1442208732 (electronic);9781442208735 (electronic),Enslaved women in America : from colonial times to Emancipation / Emily West.,X
i12838421,"Great Barrington, Mass. : New Economics Institute, c2011.",333.642 S562,,,  -  -    ,,Local stock exchanges : the next wave of community economy building / presented by Michael Shuman.,ONLY PRATT
i12838433,"Great Barrington, MA : E.F. Schumacher Society, c2009.",333.7 M158,,,  -  -    ,,The most important number in the world / presented by Bill McKibben.,ONLY PRATT
i12838445,"Great Barrington, MA : E.F. Schumacher Society, c2006.",338.19 H468,,,  -  -    ,,Fifty million farmers / presented by Richard Heinberg.,ONLY PRATT
i12838457,"Great Barrington, MA : New Economics Institute, c2012.",330.16 S374,,,  -  -    ,,The new economics of plenitude / presented by Juliet B. Schor ; [introduction by Jessica Brachman].,ONLY PRATT
i12838469,"Great Barrington, MA : E.F. Schumacher Society, c2008.",636.0883 B234,,,  -  -    ,,Natural foie gras and the future of food / presented by Dan Barber.,ONLY PRATT
i12838470,"Great Barrington, Mass. : E.F. Schumacher Society, 2007.",338.92 T945,,,  -  -    ,,What about us--: the earth's people? / presented by Charles Turner.,ONLY PRATT
i12838482,"Great Barrington, MA : New Economics Institute, c2011.",337.1 W214,,,  -  -    ,,Voices of a new economics / presented by Stewart Wallis ; [introduction by Susan Witt].,ONLY PRATT
i12838494,"Great Barrington, MA : New Economics Institute, c2011.",333.7313 A456,,,  -  -    ,,The possiblity of profound change in America / presented by Gar Alperovitz ; edited by Hildegarde Hannum.,ONLY PRATT
i12838500,"Great Barrington, MA : New Economics Institute, c2012.",330.122 A456,,,  -  -    ,,"If you don't like capitalism or state socialism, what do you want? / presented by Gar Alperovitz ; edited by Hildegarde Hannum.",ONLY PRATT
i12838512,"Great Barrington, MA : New Economics Institute, c2011.",320.1 S752,,,  -  -    ,,"Letter to liberals : liberalism, environmentalism, and economic growth / presented by James Gustave Speth ; [introduction by Will Raap].",ONLY PRATT
i12838779,"[Brooklyn, N.Y.] : Pratt Institute Fashion Design Department, [2011]",391.097471 P917PRATT,,,  -  -    ,,2011 Pratt fashion show : honoring Hamish Bowles.,ONLY PRATT
i12838780,"[Brooklyn, NY] : Pratt, [2012]",391.097471 P917F,,,  -  -    ,,Fashion collective 2012.,ONLY PRATT
i12839875,"Great Barrington, MA : E.F. Schumacher Society, 2005.",304.2 T633,,,  -  -    ,,An ecological economic order / presented by John Todd.,ONLY PRATT
i12839887,"Great Barrington, MA. : E.F. Schumacher society, 1989.",338.9 H496,,,  -  -    ,,Development beyond economism : local paths to sustainable development / presented by Hazel Henderson.,ONLY PRATT
i12839899,"Great Barrington, MA : E.F. Schumacher society, 1990.",321.06 K79,,,  -  -    ,,Why small is beautiful : the size interpretation of history / presented by Leopold Kohr.,ONLY PRATT
i12839917,"Great Barrington, MA : E.F. Schumacher Society, 1984.",179.1 S768,,,  -  -    ,,Green politics : the spiritual dimension / presented by Charlene Spretnak.,ONLY PRATT
i12839929,"Great Barrington, MA : E.F. Schumacher Society, 1984.",303.4 M159,,,  -  -    ,,John Deere and the bereavement counselor / presented by John L. McKnight.,ONLY PRATT
i12839930,"Great Barrington, MA : E.F. Schumacher Society, c1999.",304.2 S163,,,  -  -    ,,Mother of all : an introduction to bioregionalism / presented by Kirkpatrick Sale.,ONLY PRATT
i12839942,"[Great Barrington, MA] : [E.F. Schumacher Society], [1982]",338.927 M174,,,  -  -    ,,The community's role in appropriate technology / presented by George McRobie.,ONLY PRATT
i12839954,"Great Barrington, MA : E.F. Schumacher Society, 1981.",577.55 J14,,,  -  -    ,,Call for a revolution in agriculture / presented by Wes Jackson.,ONLY PRATT
i12839966,"[Great Barrington, MA] : [E.F. Schumacher Society], [1982]",362.82 B763,,,  -  -    ,,The family as a small society / presented by Elise Boulding.,ONLY PRATT
i12842151,"Minneapolis : University of Minnesota Press, [2014]",306.484 H282,,,  -  -    ,9780816692293 (pb : alk. paper);0816692297 (pb : alk. paper);9780816692286 (hc : alk. paper);0816692289 (hc : alk. paper),"Chicago hustle and flow : gangs, gangsta rap, and social class / Geoff Harkness.",X
i12842163,"Lanham, Maryland : Bernan Press, [2015]",344.730463 C623,,,  -  -    ,9781598886474 pbk.;1598886479 pbk.;9781598886481 electronic bk.;1598886487 electronic bk.,"Clean air handbook / Hunton & Williams ; principal author and editor, F. William Brownell ; contributing authors, Radoslawa Boczkaj-Gonzalez [and 11 others].",X
